label,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,equivalent_diameter,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,circularity
1,659,"149,083261120685","0,935436850877876","0,819651741293532","0,578070175438597","53,9552727102946","19,0728567753249","28,9666163018823","6,72837632776935","88,4779969650986",0,58,19,118,"0,372595418389799"
2,1103,"148,468037431535","0,780695448744755","0,853715170278638","0,70344387755102","49,4998088933648","30,9330090722265","37,4751013053052","14,0054397098821","140,634632819583",0,118,32,167,"0,628810001923401"
3,321,"70,2842712474619","0,635553168010235","0,933139534883721","0,727891156462585","23,2581157661866","17,9565934847929","20,2165747311454","9,12461059190031","242,573208722741",0,232,21,253,"0,816579746780849"
4,525,"145,704581464245","0,956096935201657","0,747863247863248","0,502392344497608","54,8504157623262","16,0739469066562","25,8544147291321","5,13333333333333","354,398095238095",0,325,19,380,"0,310758310725377"
5,680,"100,526911934581","0,750829399902627","0,975609756097561","0,84472049689441","36,7179896839291","24,2520921583129","29,4245287204385","10,3014705882353","410,639705882353",0,395,23,430,"0,84557881407338"
6,874,"235,78174593052","0,98984348686896","0,628324946081955","0,464893617021277","112,83898466658","16,0413511514492","33,3588273489721","5,2254004576659","490,224256292906",0,450,20,544,"0,197560873698048"
7,328,"72,0416305603426","0,80746588669551","0,950724637681159","0,809876543209877","26,9301310259724","15,8864684909993","20,4358158798012","7,61890243902439","875,100609756098",0,862,15,889,"0,794175783099721"
8,311,"88,8050865276332","0,941002639438166","0,81413612565445","0,554367201426025","37,3268866146077","12,6313893415426","19,8991833604456","6,18971061093248","933,514469453376",0,916,17,949,"0,495558088992828"
9,596,"108,526911934581","0,75488203402438","0,868804664723032","0,630687830687831","35,6700451486886","23,3945768889618","27,5472461175733","8,85402684563758","996,993288590604",0,979,27,1014,"0,635888883145439"
10,956,"136,325901807805","0,669633880098308","0,880294659300184","0,685304659498208","42,0560287279308","31,2346494667691","34,88863718701","14,1066945606695","1074,42468619247",0,1049,31,1094,"0,646414363136812"
11,340,"88,5269119345812","0,89146098332207","0,858585858585859","0,523076923076923","32,8681211180161","14,8924624458427","20,8062837914404","9,98823529411765","1253,64705882353",0,1242,26,1267,"0,5451777851068"
12,182,"68,5269119345812","0,932797994649852","0,755186721991701","0,395652173913043","27,4490679211863","9,89263422245851","15,2226672151039","8,26373626373626","640,252747252747",0,631,20,654,"0,487033606012401"
13,411,"93,8761543394987","0,283568492794316","0,812252964426877","0,524904214559387","24,9801398930176","23,9547547406617","22,87578310979","13,0997566909976","789,377128953771",0,777,29,804,"0,586058683650753"
14,421,"88,6690475583121","0,86684023630745","0,866255144032922","0,6578125","33,5475982037895","16,7263629770962","23,1524048067043","13,3847980997625","1166,8242280285",4,1151,24,1183,"0,67289588563992"
15,269,"92,118795026618","0,933882756765423","0,788856304985337","0,449832775919732","33,0786550403786","11,8282442027088","18,5067943613625","11,8550185873606","579,527881040892",0,568,26,591,"0,39835075724159"
16,253,"74,6690475583121","0,809448879239419","0,813504823151125","0,540598290598291","24,724958930473","14,518257388439","17,9479693786789","14,1304347826087","219,632411067194",1,212,27,230,"0,570228818043152"
17,369,"104,426406871193","0,669818325564137","0,75","0,465909090909091","30,3702159186964","22,5506452931226","21,6754559815307","6,86991869918699","305,528455284553",0,289,22,325,"0,425221837912698"
18,298,"84,5624458405139","0,850830702966235","0,766066838046273","0,591269841269841","29,2212357182252","15,3540039071384","19,4788445327509","10,3859060402685","697,96644295302",0,689,24,710,"0,523686111787771"
19,322,"77,5979797464467","0,596663617906479","0,882191780821918","0,636363636363636","23,5830052169218","18,9251600481184","20,2480402361493","16,916149068323","442,726708074534",5,430,27,453,"0,671993243519288"
20,578,"135,053823869162","0,885699948945067","0,688915375446961","0,407329105003524","48,0143290673942","22,2910420658813","27,1280750672974","14,2681660899654","833,510380622837",0,814,33,857,"0,398220792308271"
21,377,"98,7695526217005","0,926567549657945","0,891252955082742","0,523611111111111","38,4725434574683","14,4706163493142","21,9091603756318","26,9681697612732","6,24668435013263",12,0,52,18,"0,485629478187089"
22,838,"125,497474683058","0,517760235986617","0,918859649122807","0,76951331496786","36,2742208256284","31,0335305948121","32,664579263907","16,9498806682578","40,3532219570406",0,24,33,57,"0,668626998481663"
23,152,"48,420310216783","0,777578125013089","0,899408284023669","0,678571428571429","17,8795578940013","11,242421742408","13,9115926766041","19,5065789473684","722,703947368421",13,715,27,731,"0,814701126667225"
24,233,"55,698484809835","0,648267601702717","0,966804979253112","0,728125","19,9098981582468","15,1596469189828","17,2239604598737","19,9055793991416","902,875536480687",12,893,28,913,"0,94379793543059"
25,652,"125,639610306789","0,414894189782215","0,79126213592233","0,618595825426945","32,5214864668604","29,5903140683501","28,8123616381463","18,521472392638","1224,36196319018",4,1205,35,1239,"0,519044147348666"
26,305,"77,6335136523794","0,905216066806306","0,873925501432665","0,533216783216783","31,0821604362887","13,2084141765159","19,7062949623775","23,0032786885246","676,885245901639",13,664,35,690,"0,63593278940339"
27,773,"124,053823869162","0,644080446972885","0,866591928251121","0,565058479532164","36,9612913462031","28,2738267132465","31,372187811504","18,4747736093144","198,536869340233",0,179,38,215,"0,63120298888534"
28,497,"104,325901807805","0,75247098897593","0,825581395348837","0,537878787878788","33,647095275914","22,1608314118656","25,1555173616719","25,7122736418511","1188,40442655936",10,1172,38,1205,"0,573828293162485"
29,1200,"156,953318805774","0,775812209033399","0,883652430044183","0,680272108843537","50,7429034457118","32,0169391782478","39,0882009522336","20,4158333333333","1302,62583333333",0,1283,42,1325,"0,612139075564324"
30,813,"120,083261120685","0,643064784774809","0,912457912457912","0,747242647058823","38,3775920816352","29,3900121090561","32,1736499308003","29,5547355473555","871,339483394834",15,857,49,889,"0,708492834731117"
31,167,"56,1126983722081","0,780589219930841","0,822660098522167","0,568027210884354","19,9133535445407","12,4467296046093","14,5818724439206","26,9820359281437","1277,98203592814",17,1271,38,1285,"0,666505945225354"
32,209,"61,1837661840736","0,551300310301288","0,853061224489796","0,5225","18,5462482929116","15,4732625250273","16,312788383647","26,5645933014354","1130,81818181818",17,1122,37,1142,"0,701590560075166"
33,694,"119,053823869162","0,815411601563627","0,878481012658228","0,590136054421769","40,093109343218","23,2091637432749","29,7258850843201","25,5518731988473","279,600864553314",13,257,41,299,"0,615293938193061"
34,307,"69,4558441227157","0,739860117980058","0,944615384615385","0,799479166666667","24,5098850709605","16,4892882817125","19,7708001920432","29,7491856677524","406,625407166124",23,395,39,419,"0,799706547658714"
35,1166,"151,438600180013","0,802711594749267","0,887366818873668","0,660997732426304","50,9280333586085","30,371819689706","38,5304724751877","31,1466552315609","599,921097770154",7,583,56,619,"0,638903461780516"
36,505,"90,8050865276332","0,560818781898914","0,906642728904847","0,725574712643678","28,2844527943536","23,4177897102546","25,3571680219077","29,2138613861386","555,718811881188",14,544,43,568,"0,769628052235163"
37,743,"116,325901807805","0,698596812512781","0,873090481786134","0,665770609318996","37,8158119572435","27,0578012601968","30,7573890591875","27,4751009421265","934,936742934051",13,917,44,953,"0,689994806187228"
38,203,"58,4264068711929","0,775082587158731","0,918552036199095","0,604166666666667","20,693988011234","13,0757020117831","16,0769284249585","32,3448275862069","84,743842364532",22,77,43,93,"0,7472872017624"
39,262,"67,7340187157677","0,743190235012005","0,870431893687708","0,661616161616162","22,9328373734019","15,3439067402986","18,2644124110417","32,6564885496183","502,213740458015",24,491,42,513,"0,717624849000501"
40,793,"115,39696961967","0,82298190969767","0,95083932853717","0,704888888888889","42,5065206885642","24,1465763740722","31,7754458501369","34,9697351828499","353,110970996217",23,331,48,376,"0,74833187274479"
41,483,"96,9116882454314","0,641325282359393","0,867145421903052","0,616858237547893","29,1054318589898","22,3316987046593","24,7986834349544","34,1739130434783","637,209109730849",20,622,47,651,"0,646256131054917"
42,447,"99,8406204335659","0,784269655456966","0,778745644599303","0,634943181818182","31,9028147881715","19,7931477223008","23,8566149421207","34,9328859060403","1037,47874720358",24,1022,46,1054,"0,563511579663354"
43,195,"59,1126983722081","0,889380076455086","0,878378378378378","0,553977272727273","24,1930479892573","11,0603005766051","15,7569575497098","35,3846153846154","101,266666666667",27,90,43,112,"0,701266199108111"
44,682,"103,497474683058","0,376106774032785","0,930422919508868","0,688888888888889","31,572781489003","29,2545919865194","29,4677683157273","35,6510263929619","473,892961876833",18,458,51,488,"0,800082428011357"
45,784,"120,361435713737","0,543849269926786","0,882882882882883","0,64","35,6805653312633","29,9425209675085","31,5946166786744","37,2385204081633","528,936224489796",21,512,56,547,"0,680066226900891"
46,205,"56,0416305603426","0,800277052782929","0,919282511210762","0,683333333333333","21,1701095798583","12,6942416670363","16,1559310060024","39,419512195122","1171,18536585366",32,1162,47,1182,"0,820242370419313"
47,349,"73,2842712474619","0,683241465500414","0,911227154046997","0,765350877192982","25,0146946574163","18,2655426472781","21,079862454783","39,2206303724928","1145,19197707736",27,1136,51,1155,"0,816608213882699"
48,371,"90,2253967444162","0,800380654238657","0,820796460176991","0,572530864197531","29,4394152133994","17,6486975944541","21,7341176746779","41,0862533692722","217,88679245283",28,206,55,230,"0,572698667651934"
49,842,"145,367532368147","0,691831714330625","0,794339622641509","0,604017216642755","40,8360975280755","29,4860626839212","32,7424448791932","42,4738717339667","752,975059382423",24,739,65,773,"0,500710984447426"
50,1425,"161,39696961967","0,823237818173164","0,899621212121212","0,713213213213213","57,6300610877416","32,7163930405156","42,5953794588991","44,9185964912281","705,528421052632",25,679,62,733,"0,687438697653943"
51,438,"82,1837661840736","0,644188375533316","0,929936305732484","0,711038961038961","27,3155084035358","20,8927275579963","23,6152264565471","46,216894977169","1063,71917808219",36,1050,58,1078,"0,814914218695966"
52,247,"80,9116882454314","0,914665010267434","0,834459459459459","0,633333333333333","29,2199824410645","11,8110884356515","17,7338706307897","47,0526315789474","1318,73684210526",41,1305,54,1335,"0,474115650311899"
53,740,"117,533008588991","0,768890078208875","0,903540903540904","0,654288240495137","39,2646543322931","25,1050734748131","30,6952319278422","47,0189189189189","130,145945945946",33,110,62,149,"0,673165541958386"
54,478,"116,225396744416","0,627511836812892","0,756329113924051","0,499477533960293","30,5662491169344","23,7990961977043","24,6699919412919","48,9958158995816","789,474895397489",34,772,63,805,"0,444667804265607"
55,1559,"172,40916292849","0,77035286501629","0,890348372358652","0,601466049382716","57,265780581095","36,5136812307751","44,5531194221249","52,4534958306607","1364,32071840924",29,1340,83,1388,"0,659075689440534"
56,912,"137,39696961967","0,678650043720666","0,872727272727273","0,635540069686411","42,5127720410662","31,2240065697582","34,0763035671193","44,4166666666667","433,172149122807",27,410,62,451,"0,607086246389622"
57,184,"59,556349186104","0,931057616160672","0,906403940886699","0,736","25,9036499651618","9,45152150434119","15,3060797146516","52,4673913043478","735,755434782609",40,731,65,741,"0,651885846469941"
58,475,"86,0832611206852","0,537968890873152","0,924124513618677","0,638440860215054","27,5012657566322","23,1825960262088","24,5924537968297","51,9810526315789","240,332631578947",42,225,66,256,"0,805500939571723"
59,822,"135,296464556282","0,657375136658035","0,846549948506694","0,634749034749035","38,910172527018","29,3212853089618","32,3512427237703","52,1240875912409","820,30900243309",34,805,71,840,"0,564298356292811"
60,340,"85,254833995939","0,605019111338326","0,821256038647343","0,643939393939394","24,9263059148788","19,8465976814124","20,8062837914404","50,8088235294118","1235,9",38,1225,62,1247,"0,587828657673995"
61,298,"74,1837661840736","0,866263274425489","0,900302114803625","0,620833333333333","28,0649676942165","14,0209146099726","19,4788445327509","53,9899328859061","1187,47315436242",40,1180,70,1196,"0,680469042754935"
62,473,"87,1126983722081","0,728485718259318","0,944111776447106","0,726574500768049","30,5746495006716","20,9454996172818","24,5406255963399","55,4397463002114","915,503171247357",41,904,72,925,"0,783263829728941"
63,509,"96,1837661840736","0,826189013134752","0,879101899827288","0,68048128342246","35,0420233247022","19,7424319570676","25,4573943731521","57,3379174852652","1205,84282907662",39,1196,73,1218,"0,691391585382519"
64,219,"69,1126983722081","0,856165706554653","0,811111111111111","0,561538461538462","25,908540850056","13,3869779792984","16,6984867666804","60,0684931506849","299,497716894977",53,289,68,315,"0,57615360004337"
65,640,"95,4974746830583","0,318797458662201","0,948148148148148","0,735632183908046","29,4599302877645","27,9227954803966","28,5459858584443","57,825","1260,075",44,1246,73,1276,"0,881873034869527"
66,151,"44,142135623731","0,628519926500305","0,961783439490446","0,838888888888889","15,8424246357117","12,3221346344852","13,8657553438321","59,4039735099338","896,629139072848",54,889,66,904,"0,97382322909483"
67,1835,"230,450793488832","0,826050319255526","0,840971585701192","0,609634551495017","66,8448671213263","37,6735245683091","48,336265521749","59,583651226158","1003,62888283379",39,966,82,1036,"0,434199697903409"
68,464,"87,9827560572969","0,644978611604756","0,926147704590818","0,636488340192044","28,6265386330039","21,8764186273107","24,306031118986","61,4418103448276","1293,4224137931",48,1281,75,1308,"0,753238865090744"
69,1237,"150,509667991878","0,786696682601489","0,908890521675239","0,576689976689977","51,6907789496799","31,9107709905719","39,6862358612831","60,9789814066289","388,243330638642",39,362,78,417,"0,686200086029458"
70,296,"82,0832611206852","0,804415485783052","0,8","0,538181818181818","28,3185670085184","16,8231291440793","19,4133692398205","64,1554054054054","855,834459459459",55,843,77,868,"0,552067740477452"
71,833,"114,911688245431","0,686555515851471","0,944444444444444","0,682227682227682","39,5618260473104","28,7645090249157","32,5669854417689","58,6422569027611","660,315726290516",39,642,76,675,"0,792732119400741"
72,928,"139,095454429505","0,718205010618936","0,868101028999064","0,51959686450168","42,8094313077094","29,7881534566053","34,3739188559325","59,7521551724138","339,241379310345",40,316,78,363,"0,602742707828829"
73,1328,"163,539105243401","0,751582063598939","0,844246662428481","0,617674418604651","53,2149192288529","35,1026680256096","41,1200938156553","57,8975903614458","943,748493975904",33,924,83,967,"0,623971429278102"
74,386,"97,0538238691624","0,88355375321097","0,799171842650104","0,441142857142857","34,6151295276016","16,2112953441333","22,1691331420011","67,0466321243523","76,3497409326425",55,61,80,96,"0,514958067848332"
75,1003,"145,438600180013","0,767042052331459","0,818775510204082","0,568916619398752","47,5658826795519","30,5181194576909","35,7359659638489","69,9431704885344","173,869391824526",51,152,92,195,"0,595869868985634"
76,237,"73,3553390593274","0,808157873118487","0,820069204152249","0,5925","24,807071097848","14,6105193925799","17,3711764743276","66,6540084388186","1324,85232067511",58,1316,78,1336,"0,553470849823752"
77,1326,"164,267027304759","0,863935432153894","0,919556171983357","0,679303278688525","58,908456351267","29,6664512156345","41,0891182226977","67,3257918552036","33,8024132730015",50,3,82,64,"0,617522224355628"
78,449,"98,3259018078045","0,845870074028714","0,840823970037453","0,537081339712919","34,6886326608133","18,5025348437942","23,909925879979","67,4521158129176","210,579064587973",58,194,80,232,"0,583606779770331"
79,346,"96,2253967444162","0,795449608800204","0,768888888888889","0,501449275362319","31,1748365563001","18,8925662052393","20,9890657838401","68,6098265895954","263,228323699422",54,253,84,276,"0,469576702778472"
80,2006,"231,965512114594","0,875579519178009","0,859468723221937","0,653207424291762","75,4563381293882","36,4509963444916","50,5382877305785","68,0892323030907","1105,27966101695",51,1069,88,1152,"0,468483125364723"
81,484,"95,8406204335659","0,830543945433001","0,870503597122302","0,677871148459384","34,167623025972","19,0297635364927","24,8243416761013","70,6280991735537","502,231404958678",60,485,81,519,"0,662149404280221"
82,180,"51,698484809835","0,548640965099835","0,927835051546392","0,661764705882353","16,993345759559","14,207423807788","15,138795132121","70,1166666666667","284,511111111111",63,278,79,295,"0,846304673875884"
83,776,"126,124891681028","0,85422700256816","0,909730363423212","0,527891156462585","44,6423975501125","23,2095918494162","31,4330063263838","73,4884020618557","612,42912371134",55,591,90,633,"0,613013406760886"
84,1032,"149,982756057297","0,533050272597801","0,835627530364372","0,714681440443213","41,5931300590747","35,19126395457","36,2489063306286","75,4777131782946","551,721899224806",57,535,95,573,"0,576510075315702"
85,399,"92,9116882454314","0,712158801198195","0,878854625550661","0,604545454545455","27,9703499150893","19,6357004529549","22,5393562097352","80,6416040100251","451,230576441103",67,441,97,463,"0,580820661068226"
86,244,"64,5269119345812","0,784853203125186","0,887272727272727","0,642105263157895","23,0878343349107","14,3071091793978","17,6258460482151","79,5983606557377","1206,7131147541",72,1197,91,1217,"0,736407032455347"
87,455,"83,5979797464467","0,734745358840775","0,93429158110883","0,674074074074074","29,8120307245159","20,2227830612176","24,0691502312504","80,2923076923077","312,648351648352",69,299,94,326,"0,818143898959463"
88,241,"62,9055915910215","0,813326808182344","0,919847328244275","0,616368286445013","23,2513233639461","13,5277850471433","17,5171553136111","78,2406639004149","478,746887966805",67,471,90,488,"0,765329413400035"
89,266,"60,6274169979695","0,667400028993061","0,95","0,791666666666667","21,4793059498264","15,9956263244898","18,4033072815609","79,3759398496241","875,169172932331",69,868,90,884,"0,909396690154555"
90,834,"125,882250993909","0,68593289203307","0,866043613707165","0,587737843551797","39,381187125499","28,6563038284657","32,5865275890072","82,0095923261391","688,840527577938",61,672,104,705,"0,661373689744751"
91,378,"76,9055915910215","0,431950407674421","0,933333333333333","0,74703557312253","23,6316281072292","21,3133029674966","21,9381983742944","76,7989417989418","1175,42857142857",65,1164,87,1187,"0,803129963935828"
92,404,"88,4264068711928","0,851393952330765","0,878260869565217","0,633228840125392","32,2178232040277","16,8991109101824","22,6801405655478","78,6559405940594","639,928217821782",63,629,92,651,"0,649272894759572"
93,470,"84,1837661840736","0,682609296427551","0,93812375249501","0,752","28,7620034841661","21,0187980564536","24,4626774091784","81,9297872340426","788,510638297872",70,776,95,801,"0,833395247696653"
94,453,"85,4974746830583","0,741939558957123","0,932098765432099","0,645299145299145","29,7103815411212","19,9198235734939","24,0161927408369","85,3289183222958","374,046357615894",73,362,99,389,"0,77875615375438"
95,389,"95,698484809835","0,79360576210127","0,829424307036247","0,552556818181818","33,0246227667635","20,0932480191437","22,2551158815671","88,840616966581","1379,35989717224",77,1366,109,1388,"0,533764077188625"
96,568,"105,01219330882","0,814777338885669","0,891679748822606","0,717171717171717","36,2595493448136","21,0223438668526","26,8923792441199","87,1954225352113","89,7323943661972",76,75,100,108,"0,647259958476717"
97,298,"72,9055915910215","0,754782255645318","0,861271676300578","0,645021645021645","25,043905010292","16,4281860105709","19,4788445327509","86,7248322147651","420,422818791946",76,410,98,431,"0,704538047235787"
98,339,"83,698484809835","0,769680593681263","0,849624060150376","0,678","27,6531028541053","17,6545470396855","20,7756637839858","87,5840707964602","234,896755162242",74,226,99,246,"0,608099113271341"
99,1023,"127,290367901872","0,537078899475753","0,942857142857143","0,769172932330827","39,9923505632137","33,7348279463182","36,0904981160426","89,5376344086021","820,412512218964",72,801,107,839,"0,793404052329304"
100,889,"115,740115370178","0,618893198190825","0,948772678762006","0,706677265500795","38,2696427619761","30,0598533393502","33,6438695050013","91,2935883014623","1284,92913385827",74,1266,108,1303,"0,833957277948709"
101,457,"89,4264068711929","0,683181635655151","0,885658914728682","0,614247311827957","29,562473458789","21,5879515139986","24,121991458915","93,1028446389497","401,997811816193",78,391,109,415,"0,718115832022619"
102,1047,"156,267027304759","0,675737856453366","0,81605611847233","0,534183673469388","45,3594525834678","33,4363582482933","36,5113927882478","92,4106972301815","1041,04966571156",72,1019,112,1068,"0,538792875724475"
103,324,"82,5269119345812","0,882576414077571","0,9","0,6328125","30,8484311104064","14,5039755065596","20,3108250077192","92,3395061728395","62,1697530864198",85,43,101,75,"0,597810701351895"
104,192,"56,3847763108502","0,586698400751378","0,884792626728111","0,673684210526316","18,152828165672","14,7002605231573","15,6352803808934","95,5520833333333","621,505208333333",90,613,105,632,"0,758904921153193"
105,532,"94,0832611206852","0,480918415682092","0,909401709401709","0,65679012345679","28,7840013919513","25,2368150301465","26,026206750103","97,1616541353384","1178,50751879699",87,1165,114,1195,"0,755260499091726"
106,371,"99,9827560572969","0,723925192652184","0,733201581027668","0,46375","30,2671458925682","20,880652564493","21,7341176746779","97,4743935309973","758,690026954178",86,746,118,771,"0,466373178172206"
107,1029,"152,610173055266","0,821581724663046","0,814726840855107","0,601754385964912","49,6913809589917","28,328596921167","36,1961806207849","97,0748299319728","717,274052478134",80,697,118,742,"0,555211264926422"
108,220,"58,9055915910216","0,617693100036601","0,905349794238683","0,647058823529412","19,3111534166132","15,1866627545638","16,736567743768","95,8227272727273","437,4",86,430,106,447,"0,796745282804439"
109,382,"81,0121933088197","0,729383591377367","0,89044289044289","0,673721340388007","27,8610756580783","19,0598996481414","22,0539680350007","101,748691099476","561,086387434555",91,550,118,571,"0,731429456121021"
110,432,"86,9055915910215","0,795873584686812","0,9","0,677115987460815","30,8307288005071","18,6668602770664","23,4529205713402","100,604166666667","641,657407407407",91,628,113,657,"0,71878361775813"
111,155,"54,8700576850888","0,897055626943041","0,828877005347593","0,640495867768595","21,9886087280628","9,71715411645793","14,0482073388013","99,9548387096774","110,709677419355",96,100,107,122,"0,646950017052731"
112,652,"138,953318805774","0,778121320196018","0,799019607843137","0,536184210526316","39,1271283054866","24,5762975064051","28,8123616381463","99,6901840490798","1243,91104294479",77,1227,115,1259,"0,424345510346182"
113,976,"139,882250993909","0,789740214409151","0,880072137060415","0,611528822055138","46,8325770237909","28,7290432378133","35,2516920964302","105,729508196721","15,6321721311475",83,0,125,38,"0,626807893410166"
114,515,"108,325901807805","0,816346501612628","0,836038961038961","0,572222222222222","35,2210128318929","20,3423346350912","25,6069983703403","102,027184466019","208,295145631068",91,190,116,226,"0,551508825558964"
115,482,"96,2253967444162","0,319897785020987","0,860714285714286","0,5935960591133","26,5328392522263","25,1385932231391","24,7729986187048","99,6141078838174","493,00622406639",86,482,115,510,"0,654150204448623"
116,983,"132,124891681028","0,663114219300784","0,895264116575592","0,653156146179402","41,8658594359641","31,3373587652523","35,3778811190646","102,078331637843","989,64496439471",82,974,125,1009,"0,707610214333987"
117,1544,"180,16652224137","0,862729054761477","0,846955567745474","0,548295454545455","65,3496690383248","33,0451364058156","44,3382662840023","109,098445595855","900,062176165803",86,872,130,936,"0,597735389146431"
118,416,"91,8406204335659","0,718917168339375","0,852459016393443","0,683087027914614","28,9596508431323","20,1297302933477","23,0145095670064","105,685096153846","952,790865384615",96,938,117,967,"0,619774318857652"
119,387,"85,9827560572969","0,531433323307995","0,875565610859728","0,531593406593407","24,9938754377061","21,1723150237845","22,1978310609958","106,813953488372","1132,05943152455",94,1119,120,1147,"0,657806416773329"
120,952,"122,710678118655","0,597952941351987","0,9269717624148","0,677098150782361","39,4171093235311","31,5940433141811","34,8155718980441","106,68487394958","1095,3981092437",88,1079,125,1117,"0,794478410901184"
121,1651,"160,746212024588","0,391078626782039","0,945048654836863","0,764351851851852","48,0728448017635","44,244192287304","45,848865725967","108,371895820715","1320,67353119322",85,1299,133,1344,"0,802925853617404"
122,583,"101,497474683058","0,655623825758859","0,881996974281392","0,671658986175115","32,7468148338607","24,726716323402","27,2451583695269","109,04974271012","166,854202401372",95,153,126,181,"0,711161021403306"
123,332,"74,4264068711929","0,691250192864739","0,902173913043478","0,691666666666667","24,5180458609576","17,7171201388975","20,5600469078277","109,650602409639","860,686746987952",101,850,121,874,"0,753171437860069"
124,611,"104,225396744416","0,551880081690999","0,922960725075529","0,646560846560847","31,1420559945164","25,9700918014936","27,891743614073","112,988543371522","537,459901800327",96,525,131,552,"0,706812075024069"
125,276,"69,3553390593274","0,756084642170892","0,870662460567823","0,657142857142857","24,0303860336379","15,7272591458156","18,7460426316304","113,670289855072","781,981884057971",104,773,125,793,"0,721039650664688"
126,1028,"137,195959492893","0,772425359361031","0,877882152006832","0,582766439909297","47,0783521326421","29,8997228938671","36,1785883083869","124,089494163424","509,947470817121",104,489,146,531,"0,686310014463968"
127,242,"63,9411254969543","0,764918443550776","0,88","0,578947368421053","22,7340520332754","14,6436199561807","17,553460337663","119,681818181818",725,110,715,132,734,"0,743814562912976"
128,187,"48,8700576850888","0,594099086082869","0,979057591623037","0,742063492063492","17,2928610960676","13,9102368251997","15,4303530376163","118,828877005348","1291,31016042781",112,1282,126,1300,"0,983933545279545"
129,208,"61,1126983722081","0,784559468736697","0,848979591836735","0,608187134502924","22,0361589166609","13,6635991892041","16,2737157805129","118,206730769231","338,918269230769",108,331,127,349,"0,699858560234937"
130,979,"150,953318805774","0,831022587222421","0,846885813148789","0,566550925925926","51,2866349998624","28,5276097113012","35,3058283332331","119,938712972421","120,227783452503",105,89,137,143,"0,53989241293723"
131,462,"91,0477272147525","0,662529184713402","0,897087378640777","0,692653673163418","28,6914354608576","21,4909209267441","24,2535908613064","121,865800865801","224,751082251082",110,211,133,240,"0,700347562168112"
132,421,"80,0832611206852","0,591512229473546","0,941834451901566","0,626488095238095","26,3404014310346","21,2381610108061","23,1524048067043","123,209026128266","357,377672209026",109,345,137,369,"0,824913592683008"
133,588,"118,710678118655","0,825234060949448","0,815533980582524","0,512641673931997","37,9790995621809","21,4502492824719","27,3617406665635","122,979591836735","683,188775510204",108,664,139,701,"0,524333515050266"
134,639,"117,539105243401","0,794324762524944","0,823453608247423","0,480451127819549","38,9526420831539","23,6634710735821","28,5236755886363","122,148669796557","1155,96087636933",103,1137,141,1172,"0,581227242085975"
135,163,"58,7695526217005","0,898684089029575","0,806930693069307","0,463068181818182","23,9252004565901","10,4935096815363","14,4061808190732","121,251533742331","1356,27607361963",109,1348,131,1364,"0,593051896463311"
136,783,"135,675144212722","0,639422338813182","0,778330019880716","0,639183673469388","38,34993391829","29,4855649186987","31,5744606213255","122,053639846743","272,39846743295",105,255,140,290,"0,534528717170806"
137,717,"116,911688245431","0,763335494620041","0,895131086142322","0,624564459930314","39,3801257312793","25,4396503046418","30,2144461073691","125,284518828452","1019,32217573222",105,1005,146,1033,"0,659193863545225"
138,635,"124,811183182043","0,630636316626238","0,768765133171913","0,525227460711332","36,4072065713131","28,2548502179048","28,4342594576829","127,368503937008","72,2047244094488",112,50,143,89,"0,512243656449393"
139,1458,"167,78174593052","0,745833458503807","0,882566585956416","0,68515037593985","54,6097556423427","36,3773307803877","43,0857662833547","120,917695473251","307,27366255144",91,288,147,326,"0,650845594241006"
140,730,"119,497474683058","0,851052842859094","0,881642512077295","0,668498168498168","43,1186799151523","22,6407585956591","30,4871262610412","132,495890410959","1101,07397260274",118,1081,146,1120,"0,642414402694584"
141,1325,"155,923881554251","0,739863593961407","0,915055248618785","0,666163901458019","50,90967536709","34,249835979033","41,0736216661508","127,521509433962","403,415094339623",109,380,148,431,"0,684857895929871"
142,516,"92,5685424949238","0,824113254863849","0,928057553956834","0,614285714285714","34,4854458297333","19,5334205576847","25,6318474769835","129,852713178295","855,850775193798",118,839,142,874,"0,756715646913294"
143,1249,"145,639610306789","0,625347917138817","0,907044299201162","0,692350332594235","46,5524853717023","36,3270488166174","39,8782671561117","126,188951160929","592,700560448359",104,573,145,617,"0,739968591166799"
144,358,"75,9411254969543","0,770209834256394","0,908629441624365","0,650909090909091","27,1864338804771","17,3392511616175","21,3499357613832","126,128491620112","1378,25698324022",114,1366,139,1388,"0,780079440445174"
145,220,"58,7634559672906","0,569917842680321","0,897959183673469","0,771929824561403","18,8797716250712","15,513540081635","16,736567743768","131,363636363636","963,340909090909",123,957,142,972,"0,800604240521089"
146,1087,"138,367532368147","0,516019404760379","0,905833333333333","0,631976744186047","40,7789420265936","34,9302994678509","37,2023034922184","129,582336706532","1219,05519779209",109,1198,149,1241,"0,713462278439366"
147,1013,"145,710678118655","0,778948777934677","0,874784110535406","0,653127014829142","46,9225212521221","29,4245291158856","35,9136695259162","135,514313919052","153,41362290227",114,137,161,170,"0,599565383787067"
148,219,"58,3553390593274","0,595581358055861","0,901234567901235","0,644117647058824","18,9746398178719","15,2422331615347","16,6984867666804","135,707762557078","830,666666666667",128,822,145,842,"0,808151503679414"
